domain,category_names
guitars101.com,entertainment
risingcities.com,"business,education"
smeet.com,"business,education,games"
pinterest.ie,business
xmedia-recode.de,illegal-content
18cuteteenboys.com,adult
freeboytwinks.com,adult
wattube.com,adult
oldyounggay.net,adult
ing.nl,"business,economy and finance"
infonu.nl,"business,education"
easyexpat.com,"business,education"
irishjobs.ie,"business,job-related"
athlon.com,"business,education"
xxxmaletube.com,"adult,entertainment"
tudelft.nl,"business,education"
zalando.nl,shopping
gayteenshd.com,adult
jakubmarian.com,"business,education"
poptwinks.com,adult
download-genius.com,"business,education"
prodirectsoccer.com,shopping
tagul.com,"business,education"
omegawatches.com,"business,shopping"
mynewsguide.com,"business,information-tech"
ngb.to,"education,message-boards and forums"
msd.de,"business,education,shopping"
jurablogs.com,"business,education"
ausbildungsplatz-finden.de,"business,education,information-tech"
koerpertherapie-zentrum.de,"education,health"
my-apozone.de,shopping
esoterikforum.at,"business,education,entertainment"
hautwende.de,"business,education,health"
medizin.de,"education,health"
nnz-online.de,"business,education,entertainment"
wieheisstdaslied.de,entertainment
traum-deutung.de,"business,education"
seele-und-gesundheit.de,"education,health"
come-on.de,"business,education,news and media"
augeninfo.de,"business,education"
envivas.de,business
docjones.de,"education,health"
gesundheitsinstitut-deutschland.de,"business,education,health"
medizin-kompakt.de,"education,health"
doktor-haut.de,"business,education,health"
igel-monitor.de,"business,education,health"
ukv.de,"business,economy and finance"
medizinauskunft.de,"education,health"
kkh-hagen.de,"business,education"
studienservice.de,education
sportforen.de,"education,entertainment"
continentale.de,"business,economy and finance"
nachrichten.de,"business,education,entertainment"
versicherung-online.net,"business,economy and finance,health"
miomedi.de,health
wildcat.de,"business,shopping"
fernseherkaufen.com,"business,entertainment,shopping"
karriere-jet.de,"business,information-tech,job-related"
junarose.com,business
msmode.de,shopping
ringrocker.com,"education,entertainment"
die-glocke.de,"business,education,news and media"
weedseedshop.com,"drugs,shopping"
krasserstoff.com,business
behindertenbeauftragte.de,"business,education"
gameplorer.de,"business,games,shopping"
schwerbehindertenausweis.biz,"business,education,health"
bezreg-muenster.de,"business,education"
teramed.de,"business,education,health"
vidaxl.com,"business,shopping"
meretdemeures.com,"real-estate,travel"
lottozahlen.eu,"business,education,gambling"
reisereporter.de,"business,education,entertainment"
telefonpaul.de,"blogs and personal,business,education"
welchesfutter.de,education
bev-energie.com,"business,shopping"
erlebnis-zoo.de,"business,education"
mydog365.de,"business,education"
schwulissimo.de,"business,entertainment"
bundestieraerztekammer.de,"business,education"
rtl.lu,"business,entertainment,news and media"
thefullwiki.org,education
dr.dk,"business,education,entertainment"
royale500.com,"business,gambling,games"
meinherzschlag.de,shopping
finnair.com,travel
musik-produktiv.de,"business,shopping"
gibson.com,"business,shopping"
monetenfuchs.de,"business,shopping"
punterslounge.com,"gambling,sports"
fxcm.com,economy and finance
webflow.io,"business,information-tech"
ru.nl,education
askgamblers.com,"gambling,games"
wasa.de,"business,food and recipes"
folienmarkt.de,shopping
graceflowerbox.de,"business,shopping"
boypoint.de,"blogs and personal,education,entertainment"
schweitzer-online.de,"business,shopping"
finderr.de,"business,education"
oh-wunderbar.de,"blogs and personal,education,entertainment"
teppichscheune.de,"business,entertainment,shopping"
schmuckladen.de,shopping
wuerzburgerleben.de,"business,education"
sport-tec.de,"business,shopping"
lodenfrey.com,shopping
vebidoobiz.de,"business,education"
fraeulein-ordnung.de,"blogs and personal,business,entertainment"
rougette.de,"business,food and recipes"
inspiring-network.com,"business,education"
pinkmilk.de,shopping
hogrefe.de,shopping
gudrunsjoeden.de,"business,shopping"
dorotheum.com,"business,education,shopping"
roesch-fashion.com,"business,shopping"
erfolg-als-freiberufler.de,"business,economy and finance"
leebmann24.de,"shopping,vehicles"
heilpraktiker-foren.de,"business,education"
torquato.de,shopping
chronext.de,"business,shopping"
sugartrends.com,shopping
more-and-more.de,shopping
kvb.de,"business,education,health"
filati.cc,"business,shopping"
smartlaw.de,"business,education"
elderscrollsportal.de,"business,education,games"
the-british-shop.de,shopping
buchfreund.de,"business,education,shopping"
desired.de,"business,entertainment,shopping"
recyclinghofwertstoffhof.de,"business,education"
hypnoseausbildung-seminar.de,"business,education"
trigema.de,shopping
gluecksdetektiv.de,"business,education"
melvin-hamilton.de,"business,shopping"
echtkind.de,shopping
strassederbesten.de,"education,entertainment"
ordnungsliebe.net,"business,education,shopping"
mietminderungstabelle.de,"business,education"
konto.org,"business,economy and finance"
mietkautionsbuergschaft.de,"business,economy and finance"
bernerzeitung.ch,"business,education,news and media"
schreibfehler.eu,shopping
joakirsoft.de,"business,entertainment"
informatik-forum.at,message-boards and forums
ab-ins-schwimmbad.de,business
fh-duesseldorf.de,"business,education"
weltreisewortschatz.de,education
erfurt.de,"business,education"
technikboerse.com,"business,shopping"
kostenloser-girokonto-vergleich.de,"business,economy and finance"
spielefuerdich.de,games
mobile-parts-discount.net,"information-tech,shopping"
nationalexpress.de,travel
szene1.at,"business,entertainment"
say7.info,"business,food and recipes"
solidcreativity.de,"business,education"
hdporzo.com,adult
jlist.com,"entertainment,shopping"
irislink.com,"business,information-tech"
dickpal.com,adult
kizzle.net,personals
securitystronghold.com,"business,information-tech"
ankerherz.de,"business,education,shopping"
wir-bedrucken-mehr.de,"business,shopping"
werbeschilder24.de,"business,shopping"
stegmann-personal.de,business
charmingtranny.com,adult
sipgate.de,business
oponeo.de,"business,shopping"
rockjockcock.com,adult
dasbiber.at,"business,education"
reifen24.de,"business,shopping,vehicles"
autopink-shop.de,shopping
vrsumo.com,adult
nrwision.de,"business,education,entertainment"
online-vergleich-versicherung.de,"business,economy and finance"
praxisdienst.de,"business,shopping"
goldsteig.de,"business,food and recipes"
lose-keller.de,business
parkett-direkt.net,"business,shopping"
janko.at,"business,education,entertainment"
picanova.de,"business,shopping"
passbilder.net,"business,education"
spassbibliothek.de,"business,entertainment"
logisch-gedacht.de,"business,education"
huhporn.com,adult
dollfreeporn.com,adult
porn-ok.com,adult
boobsa.com,adult
feuerdepot.de,"business,shopping"
alfaromeo.com,"business,vehicles"
astrokramkiste.de,"education,entertainment"
chinamobilemag.de,"business,education,news and media"
hpsponsor.at,"business,education,shopping"
xdump.tv,adult
songtexte.de,entertainment
premium-mall.com,shopping
wetttipps-heute.com,gambling
fuckmyporn.com,adult
pornbigtime.com,adult
derhund.de,education
kfz.net,"business,vehicles"
trendy-maik.de,"business,shopping"
werbescheibe.de,"business,shopping"
handjobhub.com,adult
realsubmitted.com,adult
tenoftheday.de,"business,education"
xnxxbigtitsporn.com,"adult,entertainment,sports"
betruganruf.com,"business,education,information-tech"
antiquitaeten-lemke.de,"business,education"
wissen-gesundheit.de,"business,education,health"
film.at,entertainment
meinmacher.de,"business,shopping"
oulaladeals.com,"business,information-tech"
mymemory.de,shopping
bolero-drinks.de,"alcohol and tobacco,business,shopping"
jomodo.de,"business,shopping"
yalook.com,shopping
geldverzeichnis24.de,"business,education"
direct-res.de,parked
digitalmoneymaker.de,business
shopbetreiber-blog.de,"business,education"
bettenrid.de,"business,shopping"
london-kurztrip.de,travel
linsenplatz.de,"business,shopping"
webinaris.co,business
reifentiefpreis.de,"business,shopping"
sportspar.de,shopping
paramount.de,"business,education,entertainment"
flyhacks.com,travel
belvini.de,"alcohol and tobacco,shopping"
tastatur-taste.de,"information-tech,shopping"
tondoseviersen.de,business
ht4u.net,"business,education,information-tech"
taschenklub.de,shopping
gws-powercell.de,shopping
preisbot.eu,"business,shopping"
ibbu.com,"business,education"
ableton.com,"business,education"
ulg.ac.be,education
jizzroulette.com,adult
iconmale.com,adult
extremegaypornvideos.com,adult
falconstudios.com,adult
leaffair.com,"business,education,information-tech"
vhb.de,"business,education"
sparkasse-meissen.de,"business,economy and finance"
family-technik.de,"business,information-tech"
shangri-la.com,"business,travel"
movescount.com,"business,education"
running-addict.fr,"business,education"
historisches-lexikon-bayerns.de,"business,education"
bsr.de,"business,education"
elwis.de,"business,education"
rechtsindex.de,"business,education"
bundespraesident.de,"business,education"
juralib.de,"business,education"
verbformen.de,"business,education"
mmnews.de,"business,education"
party-ratgeber.com,"business,entertainment"
suhrkamp.de,"business,education,entertainment"
port01.com,"business,education,entertainment"
bverwg.de,"business,education"
jura-basic.de,"business,education"
yovite.com,"business,food and recipes"
zahnaerzte-in-sachsen.de,"business,education"
lucasentertainment.com,adult
staxus.com,"adult,entertainment"
catinaflat.com,"business,education"
xixtube.com,adult
cnscp.de,"business,education"
einmalige-erlebnisse.de,"business,education"
posteo.de,"business,information-tech"
icscards.de,business
weekend.at,"business,education,entertainment"
twitter.de,education
linux-magazin.de,"business,information-tech"
wd40.de,"business,shopping"
owncloud.org,"business,education,information-tech"
sellerforum.de,"business,education"
geburtstagsfee.de,"business,entertainment,shopping"
openelec.tv,"business,information-tech"
ottonow.de,"business,shopping"
stadtmobil.de,business
kde.org,"business,education,information-tech"
metager.de,"business,education,information-tech"
ixquick.de,"business,search-engines and portals"
riseup.net,"business,information-tech"
caniuse.com,"education,information-tech"
bitblokes.de,information-tech
deutschlandradio.de,"business,education,news and media"
sodbrennen-welt.de,"education,health"
uberspace.de,"business,information-tech"
katzen-album.de,education
forumgesundheit.at,"business,education,health"
sodbrennen.de,"education,health"
jobmorgen.de,"business,job-related"
surf-stick.net,"business,information-tech"
nachsenden.info,business
schnell-geld-verdienen-tipps.com,business
download-handbuch.de,"business,education"
import-shopping.de,"business,shopping"
geberit.de,business
shopjobs.de,business
starting-up.de,business
lichtblick.de,"business,education"
eurogreens.de,shopping
jawolle.de,"business,shopping"
timebutler.de,business
nintendo-online.de,"entertainment,games,news and media"
the-fan.net,entertainment
schachbund.de,"business,education,sports"
zoro.de,shopping
focus-abo.de,"business,education,shopping"
eurail.com,"education,information-tech"
westfalenbad.de,"business,entertainment"
dietvet.com,"education,health"
bernstein-badshop.de,"business,shopping"
gesund-info.info,"education,health"
billigerluxus.de,"entertainment,media-sharing,shopping"
riess-ambiente.net,"business,shopping"
wallprints.com,"business,shopping"
wir-sind-tierarzt.de,"business,education"
rgu.ac.uk,"business,education"
muelheim-ruhr.de,"business,education"
serieslyawesome.tv,entertainment
internetspeedutility.net,"business,information-tech"
torten-boutique.de,"business,shopping"
kymco.de,"business,shopping,vehicles"
1000ps.de,"business,shopping,vehicles"
wohnmobilforum.de,"business,education,shopping"
reserve-online.net,business
gruppenunterkuenfte.de,business
bosch-stiftung.de,education
tudogostoso.com.br,"business,food and recipes"
magazine-info.fr,business
antenneduesseldorf.de,"business,education,entertainment"
posten-boerse.de,business
job-ag.com,"business,job-related"
wmm-team.de,"business,education"
pizzamanager.eu,business
personaldienstleister.de,"business,education"
cloudbeds.com,business
freaktab.com,"information-tech,message-boards and forums"
getmusicbee.com,"business,education,information-tech"
innokin.com,"business,drugs,shopping"
vmall.com,"business,information-tech,shopping"
next-episode.net,entertainment
1843magazine.com,"business,education"
wehavekids.com,education
visitoslo.com,"business,education,travel"
